GardenSize,OverallQual,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageCond,WoodDeckSF,OpenPorchSF,MS_zoning_RL,ModernityInYears
4821,8,4,4,1742,3,1742,2,0,4,5,1,2,3,114,28,1,21
6934,6,3,3,1003,3,1003,1,0,3,6,0,2,3,120,0,1,22
4454,8,4,4,1220,4,1360,1,0,4,4,1,2,3,63,0,1,25
12201,6,3,3,723,3,1395,1,1,3,6,1,2,3,294,116,1,37
8358,7,3,3,1242,2,1242,1,1,3,6,1,2,3,0,0,1,34
7854,7,5,3,1152,5,2340,2,0,4,9,2,1,3,0,60,1,4
10417,5,3,3,1008,4,1008,1,0,3,4,1,1,3,0,0,1,52
6804,6,3,3,1143,3,1113,1,1,3,6,1,1,4,370,30,1,31
9609,5,3,3,1050,3,1050,1,0,3,6,0,1,3,0,319,1,45
8846,6,3,3,1196,3,1279,2,0,3,6,2,2,3,238,83,1,31
12116,9,4,5,1572,5,2668,2,1,5,10,2,3,3,400,0,1,4
3773,8,4,4,1595,5,1616,2,0,4,5,1,2,3,237,152,1,14
7457,7,4,4,1310,5,1310,2,0,4,6,1,2,3,0,0,1,1
6598,5,3,4,360,4,1812,2,0,4,8,1,2,3,344,0,0,14
6476,4,3,3,1122,3,1981,2,0,4,7,2,2,3,431,44,1,59
10064,9,4,4,1122,5,2504,2,1,5,11,1,3,3,144,39,1,1
8527,5,3,3,912,4,1248,1,0,3,6,0,1,2,0,0,0,57
8036,5,3,3,1268,3,1264,1,0,3,6,2,2,3,0,0,1,50
10756,8,4,5,1463,5,2622,2,1,4,9,2,2,3,186,32,1,15
10409,7,3,4,1424,5,1442,2,0,3,5,0,2,3,0,34,1,19
5752,9,5,5,1561,5,1561,2,0,5,6,1,2,3,203,47,1,2
9596,7,4,4,1614,5,1614,2,0,4,7,0,3,3,144,59,1,0
8911,7,3,3,689,5,1378,2,0,4,7,1,2,3,0,0,0,3
10512,8,5,5,1932,5,1932,2,0,5,7,1,3,3,0,66,1,0
6938,5,3,3,864,3,900,1,0,3,6,1,1,3,175,144,1,39
7265,5,3,3,1235,3,1235,1,0,3,6,0,2,3,0,0,1,45
6686,7,4,4,814,5,1674,2,1,4,7,0,2,3,0,96,0,10
10555,9,5,5,2330,5,2364,2,1,5,11,2,3,3,0,67,1,0
6017,6,3,4,806,3,1647,1,1,2,6,0,1,3,0,66,1,60
7939,6,3,3,992,4,1661,1,0,4,8,1,1,3,0,28,1,12
12456,5,3,3,864,3,894,1,0,3,5,1,2,3,241,0,1,32
3014,5,3,3,686,4,866,1,0,4,4,0,0,0,58,42,0,10
9158,7,4,4,1494,5,1494,2,0,4,7,1,3,3,160,33,1,0
7079,7,4,4,716,5,1432,2,1,4,6,1,2,3,100,51,1,4
8220,6,3,3,780,3,1375,1,1,4,6,1,1,3,0,162,0,57
6075,6,3,3,1041,5,1125,1,0,3,6,1,1,3,296,0,1,33
6254,5,3,3,1246,5,1246,1,1,4,6,0,1,3,218,0,1,16
8841,5,4,3,1617,5,1867,1,0,3,7,3,1,3,476,0,1,16
9482,5,3,3,650,4,1539,2,0,4,8,1,2,3,70,78,0,6
13057,8,4,5,1158,5,2376,3,1,4,9,1,3,3,240,154,1,0
9358,6,3,3,1094,5,1094,1,0,3,5,2,2,3,0,0,1,55
9331,5,4,4,1437,3,1437,2,0,4,6,1,2,3,0,21,1,3
8607,7,4,4,941,5,1829,2,1,4,7,1,2,3,192,39,1,7
12132,8,3,3,728,5,3447,3,1,4,11,2,3,3,314,12,1,11
20617,6,3,4,1163,5,1674,2,0,3,8,1,2,3,72,36,1,58
3587,6,4,4,848,5,848,1,0,4,3,0,2,3,140,0,0,5
4554,7,4,4,551,5,1102,2,1,4,4,0,2,3,0,60,0,3
7113,7,4,4,1337,5,1337,2,0,4,6,0,2,3,0,39,1,4
3330,8,4,5,1593,5,1593,1,1,5,5,1,2,3,0,120,1,6
5031,4,3,4,440,3,869,1,0,2,4,0,0,0,0,0,1,48
12531,8,4,5,1800,5,1800,2,0,4,7,1,3,3,270,78,1,4
13196,5,4,3,1008,5,1363,1,0,3,6,2,1,3,324,42,1,9
7549,6,3,3,1251,3,1251,1,0,3,6,2,1,3,0,116,1,42
3678,8,4,4,1494,5,1652,2,0,5,6,0,2,3,96,48,1,7
7423,6,3,4,702,4,1481,2,1,3,6,1,2,3,0,36,1,14
8873,7,4,4,1720,5,1720,2,0,4,7,1,2,3,240,56,1,14
7568,6,4,4,798,5,1640,2,1,4,6,0,2,3,138,45,1,4
6341,7,3,3,637,5,1108,1,0,4,6,1,1,3,0,0,0,57
8696,5,3,3,864,5,864,1,0,3,5,0,1,3,0,0,1,34
6036,5,3,3,709,3,1203,1,0,4,5,1,1,3,0,0,1,59
8789,5,3,3,784,4,1221,1,0,3,7,0,1,3,0,0,1,56
7636,7,4,5,1560,5,1560,2,0,4,7,0,2,3,100,150,1,7
739,6,3,4,561,3,1229,1,1,3,5,1,2,3,150,0,0,29
7612,6,3,0,0,3,1902,2,0,3,8,0,2,3,0,0,0,32
1913,8,4,4,1256,5,1269,2,0,4,6,1,2,3,146,20,1,5
8770,5,3,3,980,4,980,2,0,3,6,0,1,3,68,0,1,39
10544,7,3,3,539,3,1725,2,1,3,6,1,2,3,0,88,1,28
7165,9,5,5,1684,5,1684,2,0,5,6,1,2,3,495,72,1,3
6394,5,3,4,858,3,858,1,0,3,5,0,2,3,120,0,1,27
1603,5,3,3,765,3,1365,1,1,3,7,0,2,3,0,36,0,39
12984,7,3,3,924,5,2157,2,1,4,8,2,2,3,105,66,1,40
7982,5,4,3,105,4,910,1,0,4,5,0,2,3,196,0,1,12
8313,7,3,4,384,4,1482,2,1,4,7,1,2,3,100,25,1,15
6064,5,3,3,1208,4,1904,1,1,3,7,0,1,3,0,0,1,27
3339,6,4,4,612,5,1224,2,1,4,4,0,2,3,0,234,0,0
8896,5,3,3,1728,3,1728,2,0,3,10,0,1,3,155,0,1,43
7553,8,4,4,1476,5,1484,2,0,5,6,1,2,3,120,33,1,1
9351,7,3,3,1277,3,1277,1,0,3,5,1,2,3,0,0,1,37
5288,4,3,3,732,4,1123,1,0,3,4,0,1,3,0,0,0,57
11947,3,3,0,0,5,1733,2,0,3,8,1,2,3,0,0,1,54
6109,6,3,3,684,3,1355,1,1,4,7,0,0,0,136,0,0,1
9738,5,3,4,974,3,974,1,0,3,5,0,0,0,0,28,1,15
7348,5,3,3,1052,4,1052,1,1,3,5,0,1,3,356,0,1,38
10586,5,3,3,1039,5,1039,1,1,3,6,0,2,3,0,0,1,45
13042,7,4,4,1530,5,1530,2,0,4,7,1,3,3,144,36,1,3
