LotArea,OverallQual,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageCond,WoodDeckSF,OpenPorchSF,MS_zoning_RL,ModernityInYears
6760,5,3,1,896.0,3,936,1,0,3,6,1,1.0,2,24,90,1,45
6978,5,4,1,850.0,3,960,1,0,3,5,0,2.0,2,0,0,0,27
6000,6,3,1,845.0,3,1296,1,0,3,6,0,2.0,2,0,0,0,57
4480,5,3,0,1022.0,3,1022,1,0,2,4,1,1.0,1,0,122,0,57
3153,5,3,1,967.0,4,967,1,0,3,5,1,1.0,2,0,0,0,17
7200,5,3,1,808.0,5,1072,1,0,3,5,2,2.0,2,0,0,0,57
9000,5,3,1,680.0,5,1174,1,0,4,6,1,2.0,2,116,26,0,1
5925,4,3,0,570.0,4,1141,1,0,3,6,0,1.0,1,0,0,0,57
9639,4,3,1,1075.0,5,1798,2,1,3,7,0,2.0,2,0,0,0,57
10337,8,4,1,725.0,5,1772,2,1,4,7,0,2.0,2,0,0,0,8
9863,6,3,1,728.0,3,1642,1,1,3,9,1,1.0,2,0,0,0,57
4571,5,3,1,616.0,5,1232,1,0,3,6,0,2.0,1,280,0,0,57
8398,6,3,2,926.0,3,1650,2,0,3,6,0,2.0,2,128,103,0,17
3600,5,3,1,687.0,4,1358,1,1,4,6,1,1.0,2,0,32,0,2
13500,7,3,1,819.0,3,2454,2,0,3,8,1,2.0,2,0,148,0,20
8626,4,3,4,0.0,4,968,1,0,3,5,0,1.0,2,0,0,0,51
11800,4,3,4,0.0,5,1382,2,0,3,6,1,1.0,2,0,40,0,5
6854,5,3,1,756.0,3,1060,1,0,3,6,1,1.0,2,0,65,1,13
8674,5,3,0,910.0,3,1435,1,0,3,6,0,1.0,2,0,33,0,57
6125,5,3,1,728.0,5,1274,2,0,3,6,0,1.0,2,0,0,0,9
6000,6,3,1,600.0,5,1232,1,1,3,6,2,1.0,2,0,0,0,57
6120,5,4,1,884.0,5,884,1,0,3,5,0,1.0,2,0,0,0,57
6240,6,3,1,861.0,4,1409,1,1,3,6,1,2.0,2,225,0,0,57
6240,5,3,1,672.0,5,1322,1,0,3,7,0,1.0,2,0,0,0,55
6240,5,3,1,966.0,5,1426,1,0,3,6,1,1.0,2,174,0,0,15
6120,5,3,1,756.0,4,1281,1,0,4,6,0,2.0,2,25,0,0,57
7755,6,3,1,1100.0,5,2264,2,1,3,8,0,1.0,2,0,152,0,12
8850,6,3,1,768.0,5,1376,1,0,4,7,0,2.0,2,0,54,1,57
8550,5,3,0,750.0,3,1316,1,0,3,7,0,2.0,2,0,0,1,57
5700,7,3,1,672.0,4,1344,1,1,4,6,1,2.0,2,0,0,0,17
5680,5,3,1,592.0,3,1173,2,0,3,7,0,1.0,1,0,25,0,57
5680,5,3,1,969.0,3,1214,1,0,3,6,0,1.0,2,0,0,0,57
13200,6,3,1,741.0,2,2294,3,0,3,9,1,2.0,2,0,110,0,44
9780,7,3,1,976.0,5,1952,1,1,4,8,2,1.0,2,285,0,0,2
10320,6,3,1,1138.0,4,2180,1,1,3,7,1,2.0,2,0,0,0,57
4330,4,3,0,808.0,3,1315,2,0,3,5,0,2.0,2,0,0,0,49
10320,4,2,1,771.0,2,1484,2,0,3,6,0,1.0,1,14,211,0,57
12888,7,3,1,1005.0,3,2267,1,1,3,7,2,2.0,2,521,0,1,27
4484,5,3,1,672.0,3,1282,1,0,3,4,0,1.0,2,0,88,1,28
11235,5,3,2,925.0,3,999,1,0,3,6,0,1.0,2,40,176,1,44
11235,5,3,2,1420.0,4,1452,1,0,3,6,1,2.0,2,92,0,1,27
14299,4,3,1,1005.0,3,1005,1,0,3,5,0,2.0,2,0,0,1,43
14149,5,4,1,980.0,3,1020,2,0,3,5,1,2.0,2,0,0,1,6
11677,5,3,1,1040.0,3,1040,1,0,3,6,0,1.0,2,0,90,1,41
8425,5,3,2,768.0,4,868,1,0,3,6,0,2.0,2,138,0,1,17
8665,5,3,1,876.0,3,897,1,0,3,5,0,1.0,2,0,0,1,39
8398,5,3,1,943.0,3,943,1,0,3,5,0,2.0,2,132,0,1,40
8169,5,3,1,912.0,5,912,1,0,4,6,0,1.0,2,204,0,1,41
14175,5,3,1,1240.0,4,1375,1,0,3,6,1,1.0,2,0,0,1,9
16779,5,3,2,671.0,2,2654,3,0,3,11,1,2.0,2,128,570,1,11
6960,7,3,1,680.0,5,1302,1,1,4,6,2,1.0,2,0,0,1,9
11375,6,3,1,967.0,3,1299,1,0,4,6,1,2.0,2,81,0,1,12
13770,5,3,1,1158.0,3,1176,1,0,3,6,2,1.0,2,0,0,1,9
9000,4,2,4,0.0,3,998,1,0,3,5,0,2.0,2,0,0,1,57
11075,6,3,2,1190.0,5,1522,2,0,3,7,1,2.0,2,0,77,1,23
17541,5,3,1,409.0,5,1325,2,0,4,6,1,2.0,2,0,42,1,2
22692,5,3,1,1073.0,3,1630,2,0,3,6,1,2.0,2,0,64,1,54
17808,4,3,1,484.0,3,1242,1,0,3,4,0,1.0,2,0,0,1,57
12671,6,3,2,1288.0,5,2422,3,0,4,6,2,2.0,2,0,63,1,13
10512,6,3,1,988.0,5,1626,1,1,4,6,0,1.0,2,366,0,1,53
5400,5,3,1,864.0,3,864,1,0,3,6,0,1.0,2,0,0,1,49
11515,4,3,4,0.0,3,943,1,0,4,5,0,1.0,2,0,0,1,13
3869,5,4,1,1038.0,4,1038,2,0,3,5,0,1.0,2,0,105,1,23
9280,5,3,0,1342.0,5,1342,1,0,3,7,0,1.0,2,0,0,1,56
11100,5,3,1,1080.0,3,1480,1,0,3,7,1,1.0,2,0,0,1,13
7550,4,2,1,951.0,2,1362,2,0,3,7,0,1.0,2,0,0,1,57
23920,6,3,1,1105.0,5,1822,2,0,4,7,1,2.0,2,0,195,1,23
9317,7,4,2,779.0,5,1958,2,1,4,7,1,2.0,2,202,93,1,6
9178,8,4,2,1643.0,5,1651,2,0,4,7,1,3.0,2,204,64,1,0
10481,8,4,2,2140.0,5,2140,2,1,4,8,0,3.0,2,136,32,1,0
10235,8,4,2,1643.0,5,1651,2,0,4,7,1,3.0,2,192,64,1,0
11750,7,4,2,1546.0,5,1546,2,0,4,7,0,3.0,2,144,42,1,1
8760,8,4,2,1489.0,5,1500,2,0,4,7,1,2.0,2,144,38,1,1
7242,7,4,2,1270.0,5,1270,2,0,4,6,0,2.0,2,0,96,1,1
9316,7,4,2,879.0,5,1795,2,1,4,7,0,2.0,2,164,111,1,1
8883,7,4,2,929.0,5,1873,2,1,4,7,1,2.0,2,108,48,1,19
20064,8,4,2,966.0,5,1743,0,1,4,5,2,2.0,2,646,0,1,31
14217,5,3,2,1022.0,4,1022,1,0,3,6,0,2.0,2,0,0,1,13
10021,6,3,2,635.0,5,1308,2,1,4,6,0,2.0,2,142,54,1,1
8428,5,3,2,990.0,5,990,1,0,3,5,0,1.0,2,256,0,1,13
16561,5,3,2,1097.0,5,1097,1,1,3,6,0,1.0,2,306,0,1,11
10820,7,4,2,988.0,5,1873,2,1,4,7,1,2.0,2,202,123,1,8
12352,7,4,2,853.0,5,1753,2,1,3,7,1,2.0,2,0,74,1,8
9543,7,4,2,845.0,5,1690,2,1,4,7,0,2.0,2,0,103,1,6
8826,7,4,2,985.0,5,1842,2,1,4,7,1,2.0,2,193,96,1,7
11800,5,3,2,864.0,3,894,1,0,3,5,0,2.0,2,0,0,1,33
8660,5,3,2,1015.0,3,1025,2,0,3,6,1,2.0,2,127,0,1,31
9720,5,3,1,995.0,3,1009,2,0,3,6,1,2.0,2,0,0,1,30
8982,5,3,2,1040.0,3,1040,1,1,3,5,0,2.0,2,0,0,1,30
16300,5,3,2,876.0,3,907,1,0,3,5,0,1.0,2,0,0,1,30
9675,5,3,1,864.0,3,879,1,0,3,5,0,2.0,2,0,80,1,32
7200,5,3,1,864.0,4,864,1,0,5,5,0,2.0,4,155,0,1,7
7200,4,3,1,385.0,4,875,1,0,4,5,0,2.0,2,352,0,1,1
11354,7,4,1,1673.0,5,1673,2,0,4,7,1,2.0,2,306,113,1,7
8749,7,4,2,979.0,5,1932,2,1,4,7,1,2.0,2,0,120,1,4
8158,7,4,2,860.0,5,1729,2,1,4,7,0,2.0,2,386,63,1,5
11927,8,4,2,1556.0,5,1592,2,0,4,7,1,2.0,2,120,35,1,12
12728,8,4,2,1531.0,5,2439,2,1,4,7,1,2.0,2,184,121,1,6
15295,7,4,2,860.0,5,1992,2,1,4,7,2,2.0,2,225,32,1,5
17227,8,4,2,1341.0,5,1341,1,1,4,5,1,2.0,2,240,84,1,7
8145,7,4,2,738.0,5,1476,2,1,4,7,0,2.0,2,0,35,1,0
8769,7,4,2,1169.0,5,1190,2,0,4,5,0,2.0,2,100,41,1,2
8334,6,4,2,1330.0,5,1330,2,0,4,6,1,2.0,2,0,23,1,0
8333,7,4,2,738.0,4,1491,2,1,4,7,1,2.0,2,100,30,1,1
9045,5,4,2,768.0,5,1536,2,1,4,6,0,2.0,2,0,40,1,2
9825,5,3,2,936.0,4,936,1,0,3,4,1,1.0,2,405,0,1,40
8308,4,3,1,1088.0,3,1088,1,0,3,4,0,2.0,2,0,0,1,44
16287,5,3,1,901.0,3,1351,1,0,3,7,1,2.0,2,0,0,1,57
8240,6,3,1,1179.0,4,1179,1,0,3,5,0,2.0,2,0,0,1,47
6285,6,3,1,960.0,3,1044,1,0,3,7,1,2.0,1,228,0,1,31
9555,5,3,4,0.0,3,2233,2,1,3,11,0,2.0,3,0,0,1,28
7023,5,3,2,734.0,4,1408,2,1,3,6,0,2.0,2,0,85,1,1
39290,10,5,3,5095.0,5,5095,2,1,5,15,2,3.0,2,546,484,1,-2
3675,6,3,2,547.0,5,1072,1,0,4,5,0,2.0,2,0,44,0,2
6400,5,3,1,960.0,5,960,1,0,2,4,0,1.0,2,144,0,1,7
6882,4,3,4,0.0,3,1152,2,0,2,6,0,0.0,5,0,0,1,52
8741,5,3,1,1195.0,3,1195,2,0,3,8,0,0.0,5,118,0,1,57
10042,6,3,1,660.0,3,865,1,0,3,4,1,1.0,2,0,0,1,12
8172,4,3,1,768.0,3,768,1,0,3,4,1,1.0,2,0,0,1,52
8172,4,3,1,864.0,3,864,1,0,3,5,0,2.0,2,196,0,1,52
10890,5,3,1,1296.0,2,2592,2,0,3,12,0,0.0,5,0,742,1,57
7223,5,3,1,1290.0,3,1422,1,0,3,6,0,1.0,2,0,0,1,57
6821,6,3,1,651.0,4,1298,2,0,3,8,1,1.0,2,216,0,1,2
4000,7,3,2,531.0,3,1098,1,0,3,5,1,1.0,2,0,0,1,12
6720,6,3,1,585.0,3,1436,1,0,3,7,1,1.0,2,184,0,1,57
7155,6,3,1,686.0,3,1461,1,0,3,6,1,1.0,2,0,0,1,16
7230,7,3,1,851.0,4,1718,2,1,4,8,1,2.0,2,291,0,1,15
13108,5,3,4,0.0,2,1226,1,1,3,7,1,2.0,2,174,24,1,56
7810,4,3,1,930.0,5,1755,2,0,4,7,1,1.0,2,0,40,1,4
6221,5,3,1,728.0,5,1355,2,0,3,5,0,2.0,2,0,0,1,57
25485,6,3,1,1560.0,3,1560,1,1,3,6,3,2.0,2,0,75,1,47
21579,6,3,2,1488.0,5,1488,2,0,3,7,2,2.0,2,0,0,1,39
1782,6,3,2,516.0,4,1045,1,0,3,5,1,2.0,2,180,0,0,27
17871,4,3,2,1680.0,4,1680,2,0,4,7,0,2.0,2,152,0,1,11
3907,8,3,2,1004.0,4,1020,1,0,3,4,0,2.0,2,135,0,0,19
20693,7,3,2,1696.0,5,1696,2,0,3,7,2,2.0,2,0,146,1,36
18044,8,4,2,279.0,4,2726,2,1,4,6,1,2.0,3,216,64,1,21
7000,6,3,1,720.0,4,1215,1,0,4,6,0,2.0,2,0,0,0,57
7288,5,4,1,936.0,5,1601,2,0,3,6,0,0.0,5,0,0,0,4
9060,5,3,2,859.0,5,1828,2,0,4,6,0,2.0,2,174,0,0,8
3672,5,3,1,816.0,5,816,1,0,3,5,0,1.0,1,0,0,0,57
11067,2,3,4,0.0,5,845,1,0,3,4,0,1.0,1,48,0,0,57
8250,5,3,1,957.0,2,1991,2,0,3,9,0,0.0,5,0,0,0,1
6565,4,3,1,1073.0,4,1073,1,0,3,6,0,2.0,2,0,444,0,27
6060,5,4,1,837.0,5,1001,1,0,4,5,0,1.0,0,154,0,0,0
5568,8,4,2,1573.0,4,1625,2,0,4,5,1,2.0,2,123,0,0,0
12150,6,3,2,1001.0,3,1299,2,0,4,5,1,2.0,2,84,0,1,28
10000,5,4,2,1441.0,5,1392,2,0,4,6,1,3.0,2,168,49,1,5
12864,7,4,2,1409.0,5,1409,1,1,4,4,1,2.0,2,0,144,1,5
9928,7,3,2,1454.0,3,1478,2,0,3,6,1,2.0,2,114,22,1,15
8750,7,3,1,852.0,3,918,1,0,3,4,0,1.0,2,192,84,1,32
8410,6,3,2,970.0,3,1026,1,0,3,5,1,2.0,2,193,0,1,33
4054,7,4,2,1501.0,5,1501,2,0,4,5,2,2.0,2,240,0,1,20
19958,6,3,1,585.0,4,2279,2,1,4,7,1,2.0,2,274,0,1,12
8368,7,4,2,1689.0,5,1689,2,0,4,7,0,2.0,2,100,39,1,0
8298,8,4,2,1546.0,5,1564,2,0,5,6,1,2.0,2,132,0,1,0
10331,7,3,2,1265.0,4,1240,2,0,4,6,0,2.0,2,232,0,1,22
6718,8,4,3,1267.0,5,1312,2,0,4,5,0,2.0,2,256,28,1,6
11305,8,4,2,1922.0,5,1922,2,0,4,6,1,3.0,2,201,64,1,5
7777,6,4,3,1491.0,5,1491,2,0,3,7,1,2.0,2,0,35,1,11
11800,7,4,2,1122.0,5,2486,3,1,4,10,1,2.0,2,143,32,1,3
12633,10,5,3,1824.0,5,1824,2,0,5,8,1,3.0,2,160,36,1,0
43500,3,3,4,0.0,5,2034,1,0,3,9,0,4.0,2,483,266,1,54
6710,6,3,3,920.0,5,936,0,1,3,3,0,2.0,2,0,40,0,10
1504,4,3,1,546.0,3,1092,1,1,3,5,0,1.0,2,0,0,0,35
1533,4,3,2,530.0,3,992,1,0,3,4,0,1.0,2,112,97,0,37
1495,4,3,1,546.0,5,1092,1,1,3,5,0,0.0,5,0,64,0,37
1890,4,3,1,546.0,5,1092,1,1,3,6,0,1.0,2,0,0,0,31
9129,5,3,2,923.0,3,1008,1,0,4,4,1,2.0,2,201,66,1,30
15957,6,3,2,1244.0,3,1356,2,0,3,6,1,2.0,2,1424,0,1,30
33983,5,3,1,1160.0,3,1676,1,1,4,6,2,2.0,2,690,90,1,13
8286,5,3,2,716.0,5,1432,1,1,3,6,1,2.0,2,0,136,1,30
6723,5,3,2,796.0,3,796,1,0,3,5,0,0.0,5,129,0,1,36
27697,4,3,1,1396.0,3,1608,1,0,3,6,0,1.0,1,152,38,1,46
11000,5,3,2,1090.0,3,1178,1,1,3,6,0,2.0,2,0,44,1,4
11625,5,3,2,816.0,3,816,1,0,3,4,0,1.0,2,330,0,1,24
10447,5,3,1,864.0,3,887,1,0,3,5,0,1.0,2,140,0,1,23
11027,6,3,1,1178.0,4,1293,2,0,3,5,0,2.0,2,280,0,1,52
10533,6,3,1,1008.0,3,1024,1,0,4,5,2,1.0,2,0,0,1,50
11765,5,3,1,1617.0,2,1797,1,1,3,7,1,3.0,2,0,0,1,49
39384,6,3,2,1705.0,5,1390,1,1,5,4,2,2.0,2,0,189,1,49
11727,7,3,1,1851.0,4,1851,2,0,3,8,1,2.0,2,0,146,1,37
8238,6,3,1,813.0,5,1525,2,1,3,6,1,2.0,2,421,72,1,8
13041,6,3,2,781.0,4,1671,2,1,3,7,1,2.0,2,0,84,1,11
9783,6,3,2,821.0,4,1776,2,1,3,7,1,2.0,2,286,116,1,10
13128,8,4,2,1074.0,5,2064,2,1,4,7,1,2.0,2,0,119,1,1
13751,7,4,2,1700.0,5,2212,2,1,4,9,1,3.0,2,237,38,1,0
13108,8,4,2,2062.0,5,2687,2,1,4,9,0,2.0,2,168,12,1,12
8076,6,3,2,1160.0,4,1169,2,0,3,6,1,2.0,2,0,26,1,12
3701,8,3,2,1191.0,3,1204,2,0,3,5,0,2.0,2,120,70,1,19
16023,9,4,3,1398.0,5,2798,3,1,5,11,1,3.0,2,182,37,1,0
18062,10,5,3,1528.0,5,3390,3,1,5,10,1,3.0,2,204,34,1,0
12292,9,4,3,1094.0,5,2473,2,1,4,11,1,3.0,2,246,39,1,0
16052,10,5,3,1850.0,5,2698,2,1,5,11,1,3.0,2,250,0,1,0
15922,9,4,3,1390.0,5,2795,3,1,5,10,1,3.0,2,272,102,1,0
8147,9,4,3,1714.0,5,1714,2,0,4,7,1,2.0,2,156,55,1,1
18261,9,5,3,1910.0,5,2000,2,1,5,8,2,3.0,2,351,102,1,1
10464,6,3,2,988.0,3,1102,1,0,3,5,1,2.0,2,140,22,1,26
10530,7,3,1,945.0,3,1857,2,1,3,8,1,2.0,2,400,105,1,28
9927,7,4,3,1047.0,3,1083,1,0,3,5,1,2.0,2,444,0,1,30
9512,7,4,2,960.0,5,2318,2,1,4,8,1,2.0,2,0,246,0,0
10530,6,3,1,675.0,3,1875,3,0,4,8,1,2.0,2,48,28,1,6
10000,6,3,1,1103.0,3,1103,2,0,3,6,0,2.0,2,295,84,1,32
7200,4,3,1,864.0,3,874,1,0,3,5,0,2.0,2,63,0,1,35
8773,6,4,2,1487.0,5,1419,2,0,4,4,0,2.0,2,196,68,0,4
2760,6,3,1,525.0,3,1092,1,1,3,6,0,2.0,2,0,0,0,33
2160,5,3,1,765.0,4,1365,1,1,4,7,1,2.0,2,0,36,0,33
1890,6,3,1,494.0,5,1030,1,1,3,6,0,1.0,2,0,0,0,34
1680,6,3,1,483.0,3,948,1,1,3,5,0,1.0,2,0,0,0,34
1680,6,3,1,525.0,4,1092,1,1,3,6,0,1.0,2,352,0,0,34
4043,6,3,2,1069.0,4,1069,2,0,3,4,1,2.0,2,0,55,1,31
7514,5,3,1,943.0,3,1387,1,0,3,6,1,1.0,2,0,0,1,31
2280,7,3,1,1055.0,3,1055,2,0,3,4,0,1.0,2,0,29,1,30
2179,6,3,2,855.0,4,1456,2,1,3,6,1,2.0,2,0,28,1,30
16387,9,4,3,1738.0,4,2589,2,1,5,11,1,3.0,2,0,0,1,0
16163,8,4,2,1618.0,5,1618,2,0,4,6,1,3.0,2,0,0,1,2
12228,7,4,3,1721.0,5,1740,2,0,4,8,0,3.0,2,0,43,1,0
14780,9,5,3,1868.0,5,1868,2,0,5,7,1,3.0,2,354,56,1,1
13975,9,4,2,1090.0,5,2206,2,1,5,10,1,3.0,2,148,95,1,0
9942,9,5,3,1606.0,5,2091,2,1,5,8,1,2.0,2,194,84,1,0
12867,8,4,3,1209.0,5,2253,2,1,5,8,1,2.0,2,243,142,1,0
10672,8,4,3,1054.0,4,2389,2,1,4,10,1,3.0,2,176,64,1,0
11643,8,4,3,1524.0,5,2358,2,1,5,10,1,3.0,2,120,34,1,0
13758,9,5,3,1792.0,5,1792,2,0,4,6,1,3.0,2,204,49,1,0
14828,9,5,3,1780.0,5,1780,2,0,5,7,1,3.0,2,144,68,1,1
13215,8,4,2,1420.0,5,1914,2,1,4,9,1,3.0,2,168,127,1,2
5911,9,5,3,1560.0,5,1565,2,0,5,6,1,2.0,2,196,56,1,1
7740,9,4,3,1686.0,5,1686,2,0,5,6,1,3.0,2,266,100,1,0
6373,9,5,3,1666.0,5,1666,2,0,4,6,1,2.0,2,228,75,1,0
10237,6,4,2,728.0,5,1456,2,1,4,8,1,2.0,2,0,24,1,0
10237,7,4,2,738.0,5,1492,2,1,4,8,0,2.0,2,0,32,1,0
11660,6,4,2,1326.0,5,1326,2,0,4,6,0,2.0,2,100,0,1,0
11631,8,4,2,1052.0,5,2373,2,1,4,9,1,3.0,2,120,46,1,1
9073,7,4,2,738.0,5,1492,2,1,4,8,0,2.0,2,100,32,1,0
3087,7,4,2,1220.0,5,1364,2,0,4,6,1,2.0,2,100,16,1,0
2938,7,4,2,1368.0,5,1511,2,0,4,5,1,2.0,2,130,30,1,4
3072,7,4,2,1365.0,5,1548,2,0,4,7,1,2.0,2,143,20,0,2
3010,7,4,2,1142.0,5,1142,2,0,4,6,0,2.0,2,90,0,1,0
9171,7,4,2,848.0,5,1598,2,1,4,7,1,2.0,2,100,48,1,1
8658,6,3,2,982.0,5,1889,2,1,3,9,1,2.0,2,0,0,1,6
12104,7,4,2,1035.0,4,2322,3,1,4,8,0,3.0,2,400,45,1,0
9660,8,4,2,1044.0,5,1976,2,1,4,7,1,3.0,2,210,31,1,8
9545,8,4,2,1160.0,5,2234,2,1,4,7,1,3.0,2,0,50,1,6
9233,9,4,3,1540.0,5,2855,2,1,5,9,1,3.0,2,247,55,1,6
10019,8,4,2,1342.0,5,2726,2,1,4,9,1,3.0,2,307,169,1,11
17242,9,4,3,1733.0,5,3500,3,1,5,11,1,3.0,2,870,86,1,12
10236,8,4,2,1290.0,5,2494,2,1,4,9,1,3.0,2,200,95,1,11
12585,8,4,2,1286.0,5,2799,2,1,4,8,1,3.0,2,432,136,1,13
12447,8,4,2,1100.0,5,1964,2,1,4,8,1,2.0,2,200,70,1,0
15218,8,4,3,1670.0,5,1670,2,1,4,6,1,3.0,2,0,240,1,0
10936,8,4,2,1504.0,5,1504,2,0,4,7,0,2.0,2,144,0,1,0
8640,8,4,2,1278.0,5,1278,2,0,4,5,0,2.0,2,0,60,0,0
13162,9,4,3,2036.0,5,2640,3,1,5,11,1,3.0,2,0,265,0,0
8125,6,4,2,858.0,5,1716,2,1,4,7,0,2.0,2,0,53,0,1
7733,6,3,1,1142.0,5,1142,1,1,4,5,0,0.0,5,4,50,1,1
11024,7,4,2,1400.0,5,1400,2,0,4,6,0,2.0,2,144,55,1,0
13072,6,3,2,1131.0,5,1131,1,1,4,6,0,0.0,5,0,39,1,0
7800,7,4,2,891.0,5,1686,2,1,4,8,0,2.0,2,144,101,1,1
7632,7,4,2,784.0,5,1585,2,1,4,7,0,2.0,2,100,77,1,1
8304,6,3,2,941.0,5,1837,2,1,3,7,0,2.0,2,150,165,1,8
9370,6,4,2,836.0,5,1731,2,1,4,7,0,2.0,2,307,85,1,13
7175,6,4,2,1398.0,4,1398,2,0,4,5,0,2.0,2,0,46,1,15
7175,6,4,2,1217.0,4,1217,2,0,4,5,0,2.0,2,0,64,1,15
9019,6,3,2,636.0,5,1320,2,1,4,6,0,2.0,2,0,40,1,12
9100,5,3,1,988.0,5,988,1,0,3,6,0,2.0,2,0,0,1,44
8927,6,3,4,0.0,3,1654,2,0,3,10,0,2.0,2,0,0,0,29
9240,5,3,1,864.0,4,1211,1,0,3,6,1,2.0,2,161,0,1,4
9308,5,3,1,984.0,3,984,1,0,3,5,0,1.0,2,0,0,1,41
8450,5,3,1,882.0,3,909,1,0,3,5,0,1.0,2,0,155,1,38
8638,5,3,1,925.0,4,925,1,0,3,5,0,2.0,2,203,74,1,43
13052,5,3,1,1024.0,3,1024,1,1,3,5,0,1.0,2,0,0,1,41
8020,5,3,1,912.0,3,912,1,0,3,6,0,0.0,5,0,0,1,42
8789,5,3,1,912.0,3,941,1,0,3,6,1,1.0,2,64,0,1,39
14330,7,4,2,1748.0,4,2646,2,0,4,9,4,2.0,2,641,100,1,32
11025,8,4,3,1334.0,5,2826,2,1,4,9,3,3.0,2,177,208,1,13
3628,7,4,2,1143.0,5,1143,1,1,4,5,1,2.0,2,0,191,0,2
2544,7,4,2,600.0,5,1223,2,1,4,4,0,2.0,2,0,166,0,1
2998,6,4,2,756.0,5,1524,2,1,4,4,0,2.0,2,0,32,0,6
4447,7,4,2,530.0,5,1080,2,1,4,4,0,2.0,2,0,50,0,3
8314,7,4,2,569.0,5,1694,2,1,4,6,1,1.0,2,0,382,0,8
7180,8,4,2,1568.0,5,1568,2,0,4,6,1,2.0,2,0,266,0,4
13110,5,3,2,1153.0,5,1193,2,0,3,6,0,2.0,2,140,153,1,34
10140,7,3,1,1334.0,4,1334,2,0,3,7,0,2.0,2,0,20,1,39
9600,5,3,1,1051.0,4,1051,1,0,3,6,0,2.0,2,0,0,1,38
8640,5,3,2,900.0,5,1770,1,1,3,7,0,2.0,2,0,60,1,38
9360,6,3,1,976.0,3,976,1,0,4,4,1,2.0,2,94,0,1,2
8400,5,3,2,833.0,4,898,1,0,3,6,0,1.0,2,143,0,1,38
9759,5,3,1,1051.0,3,1051,1,0,3,6,0,1.0,2,182,88,1,40
9600,5,3,1,1141.0,4,1141,1,0,3,6,0,1.0,2,0,78,1,39
8800,6,3,1,1187.0,5,1565,2,0,4,7,2,1.0,2,200,25,1,6
10368,6,3,1,1008.0,5,1488,1,1,3,7,1,2.0,2,154,60,1,42
9350,5,3,1,720.0,4,1440,1,1,3,7,1,2.0,2,0,32,1,42
10800,5,3,1,1248.0,5,1248,1,0,3,6,0,1.0,2,0,0,1,46
8550,6,3,1,816.0,5,816,1,0,3,4,1,1.0,2,228,0,1,56
9724,5,3,1,938.0,5,1043,1,0,3,5,1,1.0,2,125,48,1,56
9600,5,3,1,1251.0,3,1433,1,0,3,7,1,2.0,2,144,0,1,16
10858,5,3,1,1444.0,5,1624,1,0,3,6,1,1.0,2,0,40,1,54
9600,5,3,1,1056.0,5,1216,1,0,3,7,0,1.0,2,0,0,1,55
9462,5,3,1,704.0,4,1728,1,1,3,7,1,1.0,2,245,60,1,33
9888,5,3,1,936.0,3,936,1,0,3,5,0,1.0,2,0,0,1,31
8917,5,3,1,1584.0,3,1584,2,0,3,8,0,2.0,2,0,0,1,39
12700,6,3,1,1246.0,3,1246,1,0,3,6,2,2.0,2,0,69,1,42
9723,6,3,1,1008.0,3,1008,1,0,3,5,0,2.0,2,0,0,1,43
8400,5,3,0,1179.0,4,1364,1,1,3,6,1,1.0,2,0,60,1,49
9610,6,3,1,1121.0,5,1336,1,1,3,7,1,2.0,2,80,0,1,48
10000,5,3,1,1058.0,5,1370,1,0,3,6,1,1.0,2,191,0,1,50
10152,6,3,1,1124.0,5,1124,1,0,3,6,1,1.0,2,0,211,1,12
8092,6,3,1,1050.0,5,1050,1,0,4,6,0,1.0,2,0,0,1,6
12778,5,3,1,1008.0,5,1008,1,0,3,4,0,1.0,2,0,154,1,3
10170,6,3,1,216.0,3,1575,1,1,4,5,1,2.0,2,0,0,1,55
7700,5,3,2,301.0,5,1145,1,0,3,6,0,2.0,2,0,0,1,50
11050,5,3,1,1005.0,5,1005,1,0,3,6,1,1.0,2,0,0,1,50
13600,5,3,1,1056.0,4,1056,1,1,3,6,0,1.0,2,0,0,1,51
15428,5,3,1,884.0,5,884,1,0,3,4,0,1.0,2,0,0,1,15
21299,7,4,1,929.0,5,2039,1,1,3,7,3,3.0,2,0,0,1,43
13300,5,3,1,1015.0,4,1384,1,0,3,6,0,2.0,2,75,0,1,5
22136,5,3,1,2171.0,3,2640,2,1,3,10,1,3.0,2,631,48,1,31
7500,6,3,1,784.0,5,1312,1,1,3,6,0,2.0,2,0,28,1,56
10410,3,3,1,713.0,5,713,1,0,4,5,0,1.0,1,0,75,1,5
10914,3,3,1,715.0,2,715,1,0,3,4,0,2.0,2,0,0,1,56
7008,4,3,0,448.0,5,720,1,0,2,5,0,1.0,2,0,0,1,8
7200,6,3,1,663.0,5,1595,2,0,3,7,1,2.0,2,49,0,1,56
10818,4,3,0,1077.0,3,1760,1,1,3,7,1,2.0,2,120,0,1,56
10184,6,3,1,1083.0,3,1146,1,0,3,6,1,1.0,2,345,75,1,43
9510,6,3,1,1135.0,5,1207,1,1,3,6,0,1.0,2,0,240,1,21
10800,6,3,1,1313.0,3,1773,2,0,3,6,2,2.0,2,355,98,1,14
11650,7,3,4,0.0,4,1472,2,0,4,5,1,2.0,2,0,68,1,47
